FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
1094,אלטשולר שחם פיצויים כללי,מרכזית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",201810,22/12/2004,כלל האוכלוסיה,כללי,כללי,0.18,2.38,-28.15,-30.35,701.55,0.68,,-2.27,1.39,17.46,30.4,5.51,5.45,4.29,1.56,1.2,84.2,277.71,214.12,123.83,513173393,29/05/2019
1094,אלטשולר שחם פיצויים כללי,מרכזית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",201811,22/12/2004,כלל האוכלוסיה,כללי,כללי,-0.06,4.32,8.86,4.48,705.5,0.68,,-0.02,1.37,17.67,28.75,5.57,5.18,4.27,1.56,1.16,83.8,268.68,228.07,134.69,513173393,29/05/2019
1094,אלטשולר שחם פיצויים כללי,מרכזית לפיצויים,"אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ",201812,22/12/2004,כלל האוכלוסיה,כללי,כללי,-0.1,3.63,-0.07,-3.8,683.09,0.68,,-2.58,-1.25,15.68,25.87,4.98,4.71,4.47,1.44,0.86,83.3,277.68,221.9,126.69,513173393,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201801,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.15,-5.75,-5.9,45.34,0.56,,0.17,0.17,8.45,21,2.74,3.89,2.45,0,1.37,85.7,0.04,0,4.08,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201802,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0,0,0,45.03,0.56,,-0.64,-0.47,6.03,19.33,1.97,3.6,2.48,0,1.19,85.8,0.03,0,4.05,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201803,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.04,0,-0.04,44.91,0.56,,-0.12,-0.59,5.98,18.71,1.95,3.49,2.48,-0.12,1.15,85.4,0.03,0,4.02,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201804,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.02,0,-0.02,44.91,0.56,,0.08,-0.51,5.39,17.39,1.77,3.26,2.45,-0.12,1.1,85.8,0.02,0,4.07,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201805,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0.19,0,0.03,0.22,45.04,0.56,,-0.14,-0.65,5.9,16.54,1.93,3.11,2.45,-0.24,1.05,86.1,0.02,0,4.07,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201806,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",-0.19,0.02,0.13,-0.08,44.94,0.56,,-0.01,-0.66,8.48,16.79,2.75,3.15,2.45,-0.24,1.05,86,0.01,0,4.14,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201807,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.25,-1.23,-1.48,43.31,0.56,,-0.29,-0.95,6.85,15.13,2.23,2.86,2.42,-0.36,0.94,86.2,0.02,0,4.16,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201808,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.08,-1.16,-1.24,42.43,0.56,,0.89,-0.07,7.4,16.91,2.41,3.17,2.41,-0.24,1.1,86.5,0.03,0,4.15,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201809,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0,0,0,42.43,0.56,,0.07,0,7.87,15.32,2.56,2.89,2.35,-0.24,1.05,86.7,0.04,0,3.44,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201810,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.17,0,-0.17,42.1,0.56,,-0.36,-0.36,6.81,14.03,2.22,2.66,2.35,-0.24,0.93,86.8,0.04,0,3.51,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201811,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.06,0,-0.06,41.89,0.56,,-0.32,-0.68,6.74,12.48,2.2,2.38,2.33,-0.24,0.82,87,0.04,0,3.5,513621110,29/05/2019
1095,"אינפיניטי פיצויים סל אג""ח",מרכזית לפיצויים,"אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ",201812,23/12/2004,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.09,-0.03,-0.12,41.08,0.56,,-1.61,-2.27,4.97,11.17,1.63,2.14,2.45,-0.6,0.51,87.7,0.01,0,3.39,513621110,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201801,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,18.51,13.55,-37.17,-32.21,2928.36,0.71,,0.61,0.61,7.84,22.76,2.55,4.19,2.6,-0.12,1.44,82.2,416.47,625.54,561.12,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201802,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,18.61,23.24,-28.82,-33.45,2876.68,0.71,,-0.56,0.05,5.53,21.25,1.81,3.93,2.63,0,1.29,82.1,405.56,603.42,539.46,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201803,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,17.63,19.17,-25.14,-26.68,2851.74,0.71,,0.12,0.17,5.35,21.17,1.75,3.92,2.63,0,1.29,81.9,395.81,563.69,543.97,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201804,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,17.5,16.68,-14.96,-14.14,2849.49,0.71,,0.48,0.65,5.4,19.87,1.77,3.69,2.57,0,1.3,81.8,404.8,569.6,552.69,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201805,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,20.61,20.91,-26.74,-27.04,2818.14,0.71,,-0.09,0.56,5.59,19.13,1.83,3.56,2.58,0,1.25,81.3,406.19,583.5,551.02,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201806,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,16.79,17.92,-23.24,-24.37,2795.77,0.71,,0.13,0.69,8.04,20.26,2.61,3.76,2.53,0.12,1.31,80.7,430.43,630.9,556.87,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201807,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,19.74,18.98,-16.61,-15.85,2798.13,0.71,,0.71,1.4,7.83,19.92,2.54,3.7,2.51,0.12,1.36,80.6,423.33,642.1,553.96,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201808,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,17.77,17.46,-19.02,-18.71,2799.64,0.71,,0.78,2.19,8.81,21.78,2.85,4.02,2.48,0.24,1.51,80.4,428.6,635.86,528.7,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201809,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,16.22,12.56,-13.39,-9.73,2792.64,0.71,,0.16,2.36,10.09,20.26,3.26,3.76,2.43,0.24,1.47,80.2,418.49,617.3,525.64,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201810,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,17.88,18.17,-22.19,-22.48,2745.92,0.71,,-0.81,1.53,8,17.76,2.6,3.32,2.44,0.24,1.23,79.8,398.91,628.69,525.45,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201811,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,16.54,15.62,-10.93,-10.01,2729.96,0.71,,-0.16,1.37,8.23,16.4,2.67,3.08,2.42,0.24,1.15,80,398.97,635.07,493.47,513026484,29/05/2019
1100,"אקסלנס השתלמות אג""ח עד 15% מניות",קרנות השתלמות,"קבוצת דלק בע""מ","אקסלנס  גמל והשתלמות בע""מ",201812,9/2/2005,כלל האוכלוסיה,"אג""ח",משולב מניות,24.76,16.77,-4.84,3.15,2687.78,0.71,,-1.61,-0.27,6.72,14.96,2.19,2.83,2.54,0,0.81,79.9,399.9,642.77,486.64,513026484,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201801,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.43,-0.8,-1.23,66.69,0.76,,0.39,0.39,3.62,13.01,1.19,2.48,2.37,-0.24,0.81,92.7,0,4.2,2.27,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201802,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.16,-0.32,-0.48,65.8,0.76,,-0.55,-0.16,1.9,11.78,0.63,2.25,2.39,-0.24,0.68,92.8,0,5.27,2.24,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201803,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.64,-0.5,-1.14,64.79,0.76,,0.26,0.1,2.8,11.89,0.92,2.27,2.39,-0.12,0.71,92.7,0,5.18,2.22,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201804,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.05,0.09,0.04,64.94,0.76,,0.23,0.33,2.02,10.98,0.67,2.11,2.36,-0.12,0.7,93.1,0,4.71,2.25,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201805,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.24,-0.09,-0.33,64.43,0.76,,-0.23,0.1,2.09,10.04,0.69,1.93,2.36,-0.36,0.63,93.4,0,4.74,2.17,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201806,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.1,-0.08,-0.18,64.17,0.76,,-0.05,0.05,4.42,10.83,1.45,2.08,2.32,-0.24,0.67,93.5,0,4.03,2.36,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201807,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.11,0.01,-0.1,64.32,0.76,,0.46,0.51,4.08,9.86,1.34,1.9,2.27,-0.24,0.68,93.4,0,3.55,2.42,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201808,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.07,-1.27,-1.34,62.97,0.76,,0.04,0.55,3.98,10.66,1.31,2.05,2.23,-0.24,0.72,93.4,0,4.73,2.42,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201809,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.28,0,-0.28,62.7,0.76,,0.09,0.64,5.24,9.4,1.72,1.81,2.18,-0.24,0.68,93.3,0,4.93,2.42,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201810,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.22,-0.47,-0.69,61.56,0.76,,-0.67,-0.04,3.65,7.99,1.2,1.55,2.2,-0.24,0.51,93.3,0,5.03,2.15,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201811,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.54,-0.03,-0.57,60.59,0.76,,-0.58,-0.62,3.5,6.11,1.15,1.19,2.17,-0.36,0.34,93.2,0,5.54,2.51,512065202,29/05/2019
1107,"מיטב דש פיצויים - אג""ח ללא מניות",מרכזית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201812,1/12/1994,כלל האוכלוסיה,"אג""ח","אג""ח",0,0.61,-0.38,-0.99,59.39,0.76,,-0.3,-0.91,3.85,6.41,1.27,1.25,2.16,-0.36,0.32,93.7,0,6.31,1.73,512065202,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.87,0.51,-0.79,-0.43,86.09,0.76,,0.35,0.35,7.89,18.79,2.56,3.5,2.83,-0.24,1.12,89.4,0.02,6.09,8.16,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.73,0.7,-0.68,-0.65,84.76,0.76,,-0.72,-0.37,5.55,17.39,1.82,3.26,2.86,-0.24,0.98,89.3,0.02,6.76,8.29,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.64,0.34,-0.56,-0.26,84.55,0.76,,0.13,-0.24,6.54,17.11,2.13,3.21,2.86,-0.24,0.98,89.1,0.02,6.85,8.81,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.6,0.69,-0.38,-0.47,84.42,0.76,,0.49,0.25,5.93,15.83,1.94,2.98,2.8,-0.24,0.98,89,0.02,6.45,8.85,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.7,0.3,-0.5,-0.1,83.89,0.76,,-0.46,-0.22,5.72,14.98,1.87,2.83,2.82,-0.24,0.9,89,0.02,5.87,8.22,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.59,0.62,-0.3,-0.33,83.85,0.76,,0.42,0.2,9.16,16.12,2.96,3.03,2.8,-0.12,0.97,88.6,0.02,6.13,9.61,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.73,1.43,-0.74,-1.44,82.44,0.76,,0.11,0.31,8.13,14.93,2.64,2.82,2.77,-0.12,0.94,88.5,0.02,6.45,10.1,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.53,0.35,-0.15,0.03,83.04,0.76,,0.76,1.08,8.71,16.95,2.82,3.18,2.72,0,1.08,88.3,0.02,6.45,9.94,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.51,0.25,-0.36,-0.1,82.91,0.76,,0.04,1.12,9.99,15.35,3.22,2.9,2.67,0,1.03,88.3,0.02,6.21,9.74,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.69,0.1,-0.91,-0.32,82.24,0.76,,-0.35,0.76,8.66,14.04,2.81,2.66,2.67,0.12,0.93,87.8,0.02,6.53,10.27,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",0.62,0.27,-0.77,-0.42,81.35,0.76,,-0.5,0.26,8.52,12,2.76,2.29,2.64,0,0.79,87.6,0.02,6.98,10.37,512245812,29/05/2019
1110,"מנורה מבטחים השתלמות מסלול אג""ח קונצרני",קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,2/5/2005,כלל האוכלוסיה,"אג""ח","אג""ח קונצרניות",1.13,0.29,-1.34,-0.5,80.14,0.76,,-0.79,-0.53,8.2,12.05,2.66,2.3,2.64,0,0.7,87.6,0.02,6.64,9.61,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.82,0.83,-2.17,-2.18,58.79,0.75,,0.01,0.01,0.4,3.07,0.13,0.61,0.26,-0.12,-0.08,99.8,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201802,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.74,0.85,-0.48,-0.59,58.17,0.75,,0.02,0.03,0.36,2.92,0.12,0.58,0.25,-0.12,-0.07,99.8,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201803,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.74,0.51,0.62,0.85,58.98,0.75,,-0.01,0.02,0.33,2.78,0.11,0.55,0.25,-0.12,-0.09,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201804,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.65,0.94,-0.23,-0.52,58.43,0.75,,0.02,0.04,0.34,2.65,0.11,0.52,0.25,-0.12,-0.07,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201805,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.64,0.83,-0.82,-1.01,57.38,0.75,,0.01,0.05,0.36,2.31,0.12,0.46,0.21,-0.12,-0.22,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201806,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.59,0.54,-0.47,-0.42,56.92,0.75,,0.04,0.09,0.4,2.23,0.13,0.44,0.2,-0.12,-0.16,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201807,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.69,0.36,-0.74,-0.41,56.49,0.75,,0.01,0.1,0.4,2.11,0.13,0.42,0.2,-0.12,-0.19,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201808,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.8,0.55,-0.67,-0.42,56.04,0.75,,0.02,0.12,0.36,2.04,0.12,0.4,0.2,-0.12,-0.15,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201809,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.62,0.4,-0.1,0.12,56.13,0.75,,0.02,0.14,0.37,1.89,0.12,0.38,0.19,-0.12,-0.19,99.9,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201810,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.58,0.26,0.41,0.73,56.82,0.75,,-0.01,0.13,0.37,1.76,0.12,0.35,0.18,-0.12,-0.25,99.2,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201811,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.72,0.26,2.02,2.48,59.26,0.75,,0.01,0.14,0.4,1.62,0.13,0.32,0.18,-0.12,-0.34,99.2,0,0,0,512245812,29/05/2019
1114,מנורה מבטחים השתלמות שקלי לטווח קצר,קרנות השתלמות,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201812,2/5/2005,כלל האוכלוסיה,שיקלי,שקלי טווח קצר,0.96,0.84,3.18,3.3,62.52,0.75,,-0.01,0.13,0.38,1.58,0.13,0.31,0.18,-0.12,-0.39,99.3,0,0,0,512245812,29/05/2019
1144,מנורה מרכזית לפיצויים כללי,מרכזית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",201801,12/9/2005,כלל האוכלוסיה,כללי,כללי,0.22,0.02,2.46,2.66,42.85,0.62,,1.47,1.47,13.9,31.61,4.43,5.65,3.76,0.96,1.44,87.3,15.01,13.52,9.36,512245812,29/05/2019
